Sample Number,Sample Submission Date,Sample Name,Sex,Tissue weight (mg),Treatment,Tissue Type,PND,Litter,Individual Lipid Species,Lipid Class,"MRM Transition of each lipid species
(Parent ion / Fragment ion)",Lipid Species used as Internal Standard,Retention Time (min),Peak Area of Lipid Species,Peak Area of Internal Standard,Normalized Peak Area (Peak Area of Lipid Species / (Peak Area of Internal Standard * Tissue Weight))
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(52:4_FA18:2)+NH4,TAG,872.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.204760221287,470162.947857139,220965.080763369,0.0724854829166368
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(52:4_FA18:3)+NH4,TAG,872.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20375611480252,78759.4500903012,220965.080763369,0.0157351946381644
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(52:4_FA20:4)+NH4,TAG,872.8 / 551.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20147253009866,206946.727459421,220965.080763369,0.0326291216523962
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(52:5_FA16:0)+NH4,TAG,870.8 / 597.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20062805691018,48117.8416822435,220965.080763369,0.00727469852776794
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(52:5_FA16:1)+NH4,TAG,870.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20182024929422,231492.883903636,220965.080763369,0.0307309005091167
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(52:5_FA18:2)+NH4,TAG,870.8 / 573.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20264820263267,545538.984665133,220965.080763369,0.0640458002738426
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(52:5_FA18:3)+NH4,TAG,870.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20124599733149,178297.856985067,220965.080763369,0.0231498464570602
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(52:5_FA20:4)+NH4,TAG,870.8 / 549.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20291687358233,96196.6006763637,220965.080763369,0.0158175426144803
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(52:6_FA14:0)+NH4,TAG,868.8 / 623.6,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.06439169921924,171658.524154215,220965.080763369,0.0141842136126276
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(52:6_FA16:0)+NH4,TAG,868.8 / 595.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20374011980822,70975.9960670961,220965.080763369,0.0102905639622485
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(52:6_FA16:1)+NH4,TAG,868.8 / 597.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22425558952807,113920.274552504,220965.080763369,0.0126182132487058
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(52:6_FA18:2)+NH4,TAG,868.8 / 571.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20772282386425,101060.900448342,220965.080763369,0.0111059496945465
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(52:6_FA18:3)+NH4,TAG,868.8 / 573.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.17995469404094,74560.5864421544,220965.080763369,0.00976883970628673
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(52:6_FA20:4)+NH4,TAG,868.8 / 547.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20186045742802,36585.2927085557,220965.080763369,0.00567834399719485
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(52:6_FA22:6)+NH4,TAG,868.8 / 523.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21726838184422,214275.758600387,220965.080763369,0.0300331718784916
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(53:0_FA16:0)+NH4,TAG,894.8 / 621.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22603887449118,199752.279199629,220965.080763369,0.0275235514669432
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(53:4_FA18:2)+NH4,TAG,886.8 / 589.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2007033029985,34497.234032377,220965.080763369,0.00157978843828014
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:1_FA20:0)+NH4,TAG,906.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23020290250288,164946.94422414,220965.080763369,0.0287431332705377
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:2_FA18:0)+NH4,TAG,904.8 / 603.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.5471543539945,38225.1318952375,220965.080763369,0.0120575645794976
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:2_FA18:1)+NH4,TAG,904.8 / 605.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.14771475690453,26314.6168187229,220965.080763369,0.00758363077363388
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:3_FA18:0)+NH4,TAG,902.8 / 601.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2049935981983,3013.40795842525,220965.080763369,0.00100959341552486
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:4_FA18:0)+NH4,TAG,900.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20362645678284,30507.7893460028,220965.080763369,0.00695269176197056
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:4_FA18:1)+NH4,TAG,900.8 / 601.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23143287767778,431020.104330996,220965.080763369,0.0757659167501281
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:4_FA18:2)+NH4,TAG,900.8 / 603.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.38569906322735,116796.249939914,220965.080763369,0.0257424923274479
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:4_FA20:3)+NH4,TAG,900.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2144576142396,42723.9792946744,220965.080763369,0.0108946942979486
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:4_FA22:4)+NH4,TAG,900.8 / 551.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19987091030134,83719.7577676952,220965.080763369,0.0221951443806996
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:5_FA16:0)+NH4,TAG,898.8 / 625.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21999533605553,65071.5823124264,220965.080763369,0.0178528124248034
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:5_FA18:0)+NH4,TAG,898.8 / 597.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19558114233331,28870.0769840262,220965.080763369,0.00449259172419683
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:5_FA18:1)+NH4,TAG,898.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2108200184488,358025.114155011,220965.080763369,0.0560455173711042
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:5_FA18:2)+NH4,TAG,898.8 / 601.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2033769186795,800039.693824398,220965.080763369,0.116176376313397
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:5_FA18:3)+NH4,TAG,898.8 / 603.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20278952032883,88930.0638332666,220965.080763369,0.0162275340827687
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:5_FA20:4)+NH4,TAG,898.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2175472340463,338298.060088942,220965.080763369,0.0663554101938623
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:5_FA22:5)+NH4,TAG,898.8 / 551.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22644379082677,75815.5289751323,220965.080763369,0.0159866964464756
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:6_FA16:0)+NH4,TAG,896.8 / 623.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20766564875727,450222.97547842,220965.080763369,0.0720746184296748
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:6_FA18:1)+NH4,TAG,896.8 / 597.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20457937710803,91006.5090811247,220965.080763369,0.0130359851250899
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:6_FA18:2)+NH4,TAG,896.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20189637162103,588629.794388119,220965.080763369,0.0768372820544063
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:6_FA20:4)+NH4,TAG,896.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20318227074294,71158.6434809427,220965.080763369,0.0120674904029668
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:6_FA22:6)+NH4,TAG,896.8 / 551.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21511666155418,1188678.11677232,220965.080763369,0.191901257933068
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:7_FA16:1)+NH4,TAG,894.8 / 623.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.27464625968821,98477.8720541409,220965.080763369,0.0105987285173669
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:7_FA18:2)+NH4,TAG,894.8 / 597.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20991546053383,163484.479491755,220965.080763369,0.0194740052127082
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:7_FA18:3)+NH4,TAG,894.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.26305301951369,169464.738577039,220965.080763369,0.0217376519843103
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:7_FA20:4)+NH4,TAG,894.8 / 573.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20023449443452,45862.5058062668,220965.080763369,0.00575890520986211
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:7_FA22:6)+NH4,TAG,894.8 / 549.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.18836976459265,623377.806032468,220965.080763369,0.0907501522341651
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:8_FA18:3)+NH4,TAG,892.8 / 597.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20070654045132,40590.6869463304,220965.080763369,0.00161913844665181
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(54:8_FA22:6)+NH4,TAG,892.8 / 547.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.18980421967776,27409.2644838329,220965.080763369,0.00444374341713148
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(55:7_FA22:6)+NH4,TAG,908.8 / 563.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19483840279551,3527.39190883821,220965.080763369,0.00116428467983068
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:5_FA16:0)+NH4,TAG,926.8 / 653.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19756782313483,45612.7662285086,220965.080763369,0.0115019021016245
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:5_FA18:1)+NH4,TAG,926.8 / 627.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2247123580063,10145.4321909394,220965.080763369,0.00412052385605661
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:5_FA20:4)+NH4,TAG,926.8 / 605.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.29377485438003,32184.2711079123,220965.080763369,0.0102947578696896
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:6_FA18:0)+NH4,TAG,924.8 / 623.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.27690106309487,50272.8098212086,220965.080763369,0.0117966208609325
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:6_FA18:1)+NH4,TAG,924.8 / 625.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20072431427738,201194.50061905,220965.080763369,0.0387299697394871
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:6_FA22:5)+NH4,TAG,924.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20063707618238,73822.2849435532,220965.080763369,0.0191429384399879
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:6_FA22:6)+NH4,TAG,924.8 / 579.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23935727935538,833309.561077029,220965.080763369,0.147557322273126
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:7_FA16:0)+NH4,TAG,922.8 / 649.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.229365768681,287730.943973654,220965.080763369,0.065346771611549
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:7_FA16:1)+NH4,TAG,922.8 / 651.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.97629261556211,119052.434550828,220965.080763369,0.00774011642323716
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:7_FA18:1)+NH4,TAG,922.8 / 623.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2191426176915,391876.717630428,220965.080763369,0.0797343355678875
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:7_FA18:3)+NH4,TAG,922.8 / 627.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.34392739995155,15557.9347662147,220965.080763369,0.00109202527596939
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:7_FA20:3)+NH4,TAG,922.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.16597862510231,31714.6934905388,220965.080763369,0.0047831757630479
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:7_FA22:5)+NH4,TAG,922.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20072352114125,16250.1723594862,220965.080763369,0.00392843469732413
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:7_FA22:6)+NH4,TAG,922.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21991572275627,2364617.36300348,220965.080763369,0.483395360223239
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:8_FA16:0)+NH4,TAG,920.8 / 647.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21896396857658,12098.4255257901,220965.080763369,0.00349070803378663
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:8_FA16:1)+NH4,TAG,920.8 / 649.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.97337046198126,170163.422238101,220965.080763369,0.0183526965296422
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:8_FA20:4)+NH4,TAG,920.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20091817476568,61508.1935516308,220965.080763369,0.0122171921390052
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:8_FA22:6)+NH4,TAG,920.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22675856295579,600155.030355449,220965.080763369,0.11120529838861
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:9_FA18:3)+NH4,TAG,918.8 / 623.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.45123658958697,38628.4289681779,220965.080763369,0.00480708744734204
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(56:9_FA22:6)+NH4,TAG,918.8 / 573.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20037699536239,28059.7368054534,220965.080763369,0.00635670262158834
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(58:10_FA20:4)+NH4,TAG,944.8 / 623.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19467963391502,667442.679875104,220965.080763369,0.135374741440921
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(58:10_FA22:6)+NH4,TAG,944.8 / 599.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21717371536694,584318.614042609,220965.080763369,0.113312617829242
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(58:7_FA22:6)+NH4,TAG,950.8 / 605.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.35341398752839,147593.64598055,220965.080763369,0.0380924727662331
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(58:8_FA18:1)+NH4,TAG,948.8 / 649.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20042064923752,32066.3697552242,220965.080763369,0.0120623919643333
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(58:8_FA20:4)+NH4,TAG,948.8 / 627.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21410628670766,83080.9544441027,220965.080763369,0.0247015571657269
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(58:8_FA22:6)+NH4,TAG,948.8 / 603.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.25016484013722,178968.927028187,220965.080763369,0.0472738005928137
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(58:9_FA20:4)+NH4,TAG,946.8 / 625.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21798740666699,19237.0567846771,220965.080763369,0.00570461751214916
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(58:9_FA22:6)+NH4,TAG,946.8 / 601.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2315092944981,189904.497544013,220965.080763369,0.0478182531594483
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(60:10_FA22:6)+NH4,TAG,972.8 / 627.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21603862525977,146354.623199811,220965.080763369,0.0442454728316105
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(60:11_FA22:6)+NH4,TAG,970.8 / 625.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21408810945257,541692.278684131,220965.080763369,0.135935484975779
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,TAG(60:12_FA22:6)+NH4,TAG,968.8 / 623.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21116499368317,1000866.12808399,220965.080763369,0.306057953245295
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(16:0_16:1)+NH4,DAG,584.4 / 313.2,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.94685613614215,63048.1856478872,220965.080763369,0.00175203117980144
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(14:0_18:1)+NH4,DAG,584.4 / 285.2,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.64306766328989,536367.758551165,220965.080763369,0.0070114747715452
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(14:0_18:2)+NH4,DAG,582.4 / 285.2,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.39701024579396,17499.9035464146,220965.080763369,0.000644775781256481
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(16:1_18:0)+NH4,DAG,612.6 / 311.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.48951952562213,118889.314653165,220965.080763369,0.00279320542666864
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(16:0_18:1)+NH4,DAG,612.6 / 313.2,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.35820932984868,207766.793707952,220965.080763369,0.00864379622210174
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(16:1_18:1)+NH4,DAG,610.4 / 311.2,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.51080922538217,717489.90307406,220965.080763369,0.0461150577188189
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(16:0_18:2)+NH4,DAG,610.4 / 313.2,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.44087440352645,64818.6338084341,220965.080763369,0.00159150632385272
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(16:1_18:2)+NH4,DAG,608.5 / 311.2,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.41193831812944,78657.8411010628,220965.080763369,0.00218132690677778
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(16:1_20:0)+NH4,DAG,640.6 / 283.2,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.48237368462081,121989.859838576,220965.080763369,0.00225791254557763
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(18:0_18:1)+NH4,DAG,640.4 / 341.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.49451117462565,263924.116394298,220965.080763369,0.00400875016178702
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(18:1_18:1)+NH4,DAG,638.4 / 339.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.35739479478366,207491.6236821,220965.080763369,0.0145278230105752
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(16:0_20:3)+NH4,DAG,636.5 / 313.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.3451936281639,250632.638421108,220965.080763369,0.0184700915697983
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(16:0_20:4)+NH4,DAG,634.5 / 313.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.30478830150648,1944396.1860893,220965.080763369,0.13022612675924
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(16:1_20:4)+NH4,DAG,632.4 / 311.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.18160941752225,47581.8298453911,220965.080763369,0.00293571684479302
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(16:0_20:5)+NH4,DAG,632.4 / 313.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.46902999664899,130844.22278875,220965.080763369,0.00309473315581632
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(18:1_20:3)+NH4,DAG,662.6 / 339.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.24523449211661,79573.3528002435,220965.080763369,0.00522872489199408
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(18:1_20:4)+NH4,DAG,660.5 / 339.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2713395348906,3630820.02329003,220965.080763369,0.19677155122704
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(16:0_22:5)+NH4,DAG,660.5 / 313.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.28312040869887,196892.301217531,220965.080763369,0.0157124593394779
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(18:2_20:4)+NH4,DAG,658.5 / 337.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.36521355846101,137721.01633317,220965.080763369,0.00272042998323071
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(16:0_22:6)+NH4,DAG,658.5 / 313.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.24032544159604,2804299.90049015,220965.080763369,0.240508588467866
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(16:1_22:6)+NH4,DAG,656.5 / 311.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.48015342808524,168175.817733984,220965.080763369,0.00307537730057146
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(18:1_22:5)+NH4,DAG,686.6 / 339.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.18732279058934,63936.5888388463,220965.080763369,0.00160130313127303
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(18:0_22:6)+NH4,DAG,686.6 / 341.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23126867214319,1831525.259798,220965.080763369,0.132543587635415
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,DAG(18:1_22:6)+NH4,DAG,684.6 / 339.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.26221143522018,823057.925648791,220965.080763369,0.0661062959686887
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,MAG(16:0)+NH4,MAG,313.2 / 239.2,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.14911524114357,775267.001931122,220965.080763369,0.108513446939438
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,MAG(16:1)+NH4,MAG,311.2 / 237.2,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.12630267863722,2683486.31333772,220965.080763369,0.121039184039872
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,MAG(18:0)+NH4,MAG,341.2 / 267.2,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.63651034988263,2830733.657772,220965.080763369,0.185309583667534
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,MAG(18:1)+NH4,MAG,339.2 / 265.2,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.4187918813141,7731903.6898401,220965.080763369,0.565603837038081
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,MAG(18:2)+NH4,MAG,337.2 / 263.2,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.4155623487794,1737380.11960362,220965.080763369,0.103460977046223
45,09/2021,T44M5C,M,32,deltamethrin,cortex,60,T44,MAG(20:0)+NH4,MAG,369.2 / 295.2,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.56619436536727,1037892.59806302,220965.080763369,0.0096036291465865
