Sample Number,Sample Submission Date,Sample Name,Sex,Tissue weight (mg),Treatment,Tissue Type,PND,Litter,Individual Lipid Species,Lipid Class,"MRM Transition of each lipid species
(Parent ion / Fragment ion)",Lipid Species used as Internal Standard,Retention Time (min),Peak Area of Lipid Species,Peak Area of Internal Standard,Normalized Peak Area (Peak Area of Lipid Species / (Peak Area of Internal Standard * Tissue Weight))
15,09/2021,C11M2C,M,52,control,cortex,30,C11,DCER(26:0)+H,DCER,680.5 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.669385723862,295402.205920214,54125781.025587,1.47755393080909e-05
15,09/2021,C11M2C,M,52,control,cortex,30,C11,DCER(26:1)+H,DCER,678.5 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.4540208282718,97359.5526200565,54125781.025587,9.30913476955133e-06
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(14:0)+H,HCER,672.5 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.73708012313029,306039.804637476,54125781.025587,1.1141282387516e-05
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(16:0)+H,HCER,700.7 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.62150863676287,5333856.03627869,54125781.025587,7.8166531145569e-05
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(18:0)+H,HCER,728.8 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.74961125513192,11143388.7787733,54125781.025587,0.000943996313453259
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(18:1)+H,HCER,726.7 / 264.4,SM(18:1)+H_d9_SPLASH.IS,3.13757805143765,60391415.9946949,54125781.025587,0.011171161591315
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(20:0)+H,HCER,756.7 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.89227915971671,1969003.23340619,54125781.025587,4.59857747718186e-05
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(20:1)+H,HCER,754.7 / 264.4,SM(18:1)+H_d9_SPLASH.IS,3.0925066366232,14259870.5149701,54125781.025587,0.00218325242573975
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(22:0)+H,HCER,784.9 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.70659438746817,5967449.18821664,54125781.025587,9.67064898233622e-05
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(22:1)+H,HCER,782.8 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.98193592273112,37489467.782995,54125781.025587,0.00662981710678995
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(24:0)+H,HCER,812.9 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.5971195271835,5638045.8605485,54125781.025587,8.90424145340847e-05
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(24:1)+H,HCER,810.9 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.68972054671559,36650091.3817323,54125781.025587,0.00783531918186323
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(26:0)+H,HCER,840.9 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.49166132265173,80279.1314417358,54125781.025587,4.78385158406359e-06
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(26:1)+H,HCER,838.9 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.6426325826786,299712.884633303,54125781.025587,1.16760123899394e-05
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(d18:0_18:0)+H,HCER,730.8 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.63367746199105,932936.679881429,54125781.025587,2.75716354496272e-05
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(d18:0_22:0)+H,HCER,786.9 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.61020796102468,193991.553936714,54125781.025587,1.20774687171137e-05
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(d18:0_24:0)+H,HCER,814.9 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.60383782373639,304502.622244318,54125781.025587,1.29604229223052e-05
15,09/2021,C11M2C,M,52,control,cortex,30,C11,HCER(d18:0_24:1)+H,HCER,812.9 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.72884312455755,1223204.92681346,54125781.025587,3.14221852304393e-05
15,09/2021,C11M2C,M,52,control,cortex,30,C11,LCER(14:0)+H,LCER,834.9 / 264.4,SM(18:1)+H_d9_SPLASH.IS,3.02811071920437,222564.346516829,54125781.025587,1.03388279410259e-05
15,09/2021,C11M2C,M,52,control,cortex,30,C11,LCER(16:0)+H,LCER,862.9 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.98942286075359,764017.749968304,54125781.025587,2.77682202889036e-05
15,09/2021,C11M2C,M,52,control,cortex,30,C11,LCER(18:0)+H,LCER,890.2 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.53450194908585,602840.722876868,54125781.025587,2.50425790747285e-05
15,09/2021,C11M2C,M,52,control,cortex,30,C11,LCER(26:1)+H,LCER,1000.4 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.52702360034056,18822.6119357212,54125781.025587,2.39443821564342e-06
15,09/2021,C11M2C,M,52,control,cortex,30,C11,LCER(d18:0_20:0)+H,LCER,920.7 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.30106144995234,66694.4449388485,54125781.025587,6.83311886165417e-06
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(44:1_FA16:0)+NH4,TAG,766.7 / 493.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,1.81782142333955,32223.0659921277,506906.340464922,0.000288399585124592
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(44:1_FA16:1)+NH4,TAG,766.7 / 495.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20625102405684,43512.748863034,506906.340464922,0.000380059818263101
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(44:2_FA16:1)+NH4,TAG,764.7 / 493.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.33962361884546,770819.158338431,506906.340464922,0.00230646644371226
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(44:3_FA18:2)+NH4,TAG,762.7 / 465.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.32982659749277,29853.6656092205,506906.340464922,0.000309649349483554
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(46:0_FA18:0)+NH4,TAG,796.7 / 495.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,1.92756719605138,10407.277663365,506906.340464922,0.000119981975401033
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(46:1_FA18:1)+NH4,TAG,794.7 / 495.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22400845174096,57970.0382101192,506906.340464922,0.000460373130439495
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(46:2_FA16:1)+NH4,TAG,792.7 / 521.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.60229616097243,37463.5429192294,506906.340464922,0.000335691510261655
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(46:2_FA18:1)+NH4,TAG,792.7 / 493.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.0771387092767,226384.709081306,506906.340464922,0.0012519640516003
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(46:2_FA18:2)+NH4,TAG,792.7 / 495.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,1.9992988174191,3864.07130563692,506906.340464922,5.41559602500168e-05
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(46:3_FA16:1)+NH4,TAG,790.7 / 519.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.16813070585583,44400.1325621272,506906.340464922,0.00038652940939464
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(46:3_FA18:1)+NH4,TAG,790.7 / 491.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19976454894881,80285.5527154648,506906.340464922,0.00228839893016336
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(46:3_FA18:2)+NH4,TAG,790.7 / 493.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19143205643486,58729.3016349043,506906.340464922,0.00125522557365232
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(46:3_FA18:3)+NH4,TAG,790.7 / 495.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.77192877028596,69106.7991421098,506906.340464922,0.000613600387968615
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(46:4_FA18:2)+NH4,TAG,788.7 / 491.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21479799239192,18359.2884233851,506906.340464922,0.000279520132978316
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(47:0_FA17:0)+NH4,TAG,810.7 / 523.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.24460869098932,58460.9938024632,506906.340464922,0.000381196680439645
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(47:1_FA14:0)+NH4,TAG,808.7 / 563.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.31691223363791,71263.4444326272,506906.340464922,0.00061159457876194
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(47:1_FA17:0)+NH4,TAG,808.7 / 521.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.39686189628752,102044.96802359,506906.340464922,0.000535743934253709
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(47:2_FA18:1)+NH4,TAG,806.7 / 507.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.39147083042021,33478.1559614502,506906.340464922,0.000339760989745366
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(48:1_FA14:0)+NH4,TAG,822.7 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,1.79135311116201,7973.19206008438,506906.340464922,0.000101705541616453
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(48:1_FA16:0)+NH4,TAG,822.7 / 549.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.28357240395994,153110.50153385,506906.340464922,0.000926681333037759
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(48:1_FA16:1)+NH4,TAG,822.7 / 551.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19486627044291,30907.3105030021,506906.340464922,0.000319999331531957
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(48:2_FA16:1)+NH4,TAG,820.7 / 549.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22148237868507,63843.7182313553,506906.340464922,0.000455784342653583
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(48:2_FA18:1)+NH4,TAG,820.7 / 521.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.47223543707006,72127.133980589,506906.340464922,0.000617992754307265
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(48:3_FA14:0)+NH4,TAG,818.7 / 573.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19180705396993,57842.3977819905,506906.340464922,0.000507424240338284
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(48:3_FA18:1)+NH4,TAG,818.7 / 519.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.29248517027414,97544.8327662981,506906.340464922,0.000966574358255629
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(48:3_FA18:2)+NH4,TAG,818.7 / 521.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21832950951884,95988.4363188178,506906.340464922,0.000828298860927526
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(48:4_FA18:2)+NH4,TAG,816.7 / 519.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22201861432,24593.3475017428,506906.340464922,0.000877428163162194
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(48:5_FA18:3)+NH4,TAG,814.7 / 519.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,1.89970540320458,24526.3860350891,506906.340464922,0.000264062427892043
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(49:1_FA17:0)+NH4,TAG,836.8 / 549.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,1.81633660807065,59104.70602875,506906.340464922,0.000637025731883392
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(49:3_FA16:1)+NH4,TAG,832.8 / 561.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.27094245483941,23963.1913546803,506906.340464922,0.000305812451432064
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:0_FA16:0)+NH4,TAG,852.8 / 579.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.48029159113569,261774.355920807,506906.340464922,0.00205569076234476
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:1_FA14:0)+NH4,TAG,850.8 / 605.6,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.30364666258623,34387.9255747815,506906.340464922,0.000471911267707079
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:1_FA16:0)+NH4,TAG,850.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.43831865255759,465798.058592209,506906.340464922,0.0167789200017672
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:1_FA18:1)+NH4,TAG,850.8 / 551.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.31178591660836,518527.434254201,506906.340464922,0.0213387320071473
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:2_FA14:0)+NH4,TAG,848.8 / 603.6,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.12749540082106,73831.4520817676,506906.340464922,0.000677683734803492
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:2_FA16:0)+NH4,TAG,848.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22585531769454,128047.514844451,506906.340464922,0.00560345795514245
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:2_FA16:1)+NH4,TAG,848.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.25301033858677,95886.6107337277,506906.340464922,0.0044823848226431
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:2_FA18:1)+NH4,TAG,848.8 / 549.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.26501375883056,156567.57827053,506906.340464922,0.00745717271018732
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:2_FA18:2)+NH4,TAG,848.8 / 551.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.28831737861237,170331.779152853,506906.340464922,0.00704135956452795
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:3_FA16:0)+NH4,TAG,846.8 / 573.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21471481005464,108172.59847833,506906.340464922,0.00436393018576389
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:3_FA16:1)+NH4,TAG,846.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20554583320939,179910.540183569,506906.340464922,0.0074125734649934
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:3_FA18:1)+NH4,TAG,846.8 / 547.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.25434472547609,119539.54406413,506906.340464922,0.000812982463430079
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:3_FA18:2)+NH4,TAG,846.8 / 549.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21116666216058,241171.237011295,506906.340464922,0.00929119202234478
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:4_FA14:0)+NH4,TAG,844.6 / 599.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.08918437351331,19808.7851681868,506906.340464922,0.000704280881829772
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:4_FA18:2)+NH4,TAG,844.6 / 547.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20598430614071,115932.987863343,506906.340464922,0.00383749090129196
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:4_FA18:3)+NH4,TAG,844.6 / 549.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.25908346222431,44323.1416214958,506906.340464922,0.000507672563712913
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(50:5_FA18:3)+NH4,TAG,842.6 / 547.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21004863264011,12002.5937979817,506906.340464922,0.000367508693629274
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(51:1_FA17:0)+NH4,TAG,864.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.24160609944762,114849.196333445,506906.340464922,0.00135714132039434
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(51:3_FA16:1)+NH4,TAG,860.8 / 589.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,1.94257920882357,6023.85219280773,506906.340464922,0.000100827051878214
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(51:3_FA18:2)+NH4,TAG,860.8 / 563.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.30498280733373,11716.0308784636,506906.340464922,0.000183453508335726
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(51:4_FA18:2)+NH4,TAG,858.8 / 561.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21745000953829,46737.208284815,506906.340464922,0.000510983561856533
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(51:4_FA18:3)+NH4,TAG,858.8 / 563.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20020640927341,103916.194129711,506906.340464922,0.000868554051919714
15,09/2021,C11M2C,M,52,control,cortex,30,C11,TAG(52:0_FA20:0)+NH4,TAG,880.8 / 551.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20304651486692,210266.536421158,506906.340464922,0.00760148240310057
