Sample Number,Sample Submission Date,Sample Name,Sex,"Tissue weight
(mg)",Treatment,Tissue Type,PND,Litter,Metabolite,"MRM Transition of each lipid species
(Parent ion/Fragment ion)",Metabolite used as Internal Standard,"Retention Time
(min)",Peak Area of Metabolite,Peak Area of Internal Standard,"Normalized Peak Area
(Peak Area of Metabolite / (Peak Area of Internal Standard * Tisue weight))"
3,09/2021,C11M4S,M,61,control,striatum,30,C11,S-methyl-5-thioadenosine.1,298.0 / 136.0,L-Tryptophan.1.IS,1.07178759541105,13307280.8080637,19876864.6006197,0.0109751788714044
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Pimelylcarnitine,304.2 / 85.0,L-Tryptophan.1.IS,1.38026139428661,3592822.95420532,19876864.6006197,0.00296318046822884
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Glutathione.1,308.1 / 162.0,L-Tryptophan.1.IS,5.74981646591218,62048466.9433478,19876864.6006197,0.0511744685651338
3,09/2021,C11M4S,M,61,control,striatum,30,C11,"N2,N2-Dimethylguanosine.1",312.1 / 180.1,L-Tryptophan.1.IS,1.47084590242525,2206688.37750247,19876864.6006197,0.00181996607765751
3,09/2021,C11M4S,M,61,control,striatum,30,C11,CMP.1,324.0 / 112.0,L-Tryptophan.1.IS,9.14516233427815,4104410.66494068,19876864.6006197,0.00338511239517296
3,09/2021,C11M4S,M,61,control,striatum,30,C11,N6-(Δ2-Isopentenyl) Adenosine,336.0 / 204.1,L-Tryptophan.1.IS,0.91888226359149,28127.9838759238,19876864.6006197,2.31985526406849e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Dodecenoylcarnitine,342.5 / 85.0,L-Tryptophan.1.IS,3.10676045763989,153615.468413481,19876864.6006197,0.000126694346318363
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Dodecanoylcarnitine,344.3 / 85.0,L-Tryptophan.1.IS,0.915796101658661,4129370.80590693,19876864.6006197,0.00340569826960601
3,09/2021,C11M4S,M,61,control,striatum,30,C11,AMP.1,348.0 / 135.8,L-Tryptophan.1.IS,7.47237952474995,163918425.323278,19876864.6006197,0.135191709274803
3,09/2021,C11M4S,M,61,control,striatum,30,C11,IMP.1,349.0 / 137.0,L-Tryptophan.1.IS,8.36442585799427,44779873.4860436,19876864.6006197,0.0369321973765201
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Myristoylcarnitine (C14).1,372.5 / 85.0,L-Tryptophan.1.IS,0.897370624736641,17933551.9015526,19876864.6006197,0.0147906956167849
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Riboflavin.1,377.2 / 243.1,L-Tryptophan.1.IS,1.36106612993533,1562979.60715712,19876864.6006197,0.00128906731648077
3,09/2021,C11M4S,M,61,control,striatum,30,C11,9-Hexadecenoylcarnitine,398.6 / 85.0,L-Tryptophan.1.IS,0.892799880568797,5307954.15415322,19876864.6006197,0.00437773479971541
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Palmitoylcarnitine (C16).1,400.3 / 85.0,L-Tryptophan.1.IS,0.908364985767025,23158207.448192,19876864.6006197,0.0190997298960567
3,09/2021,C11M4S,M,61,control,striatum,30,C11,3-Hydroxyhexadecanoylcarnitine,416.3 / 85.0,L-Tryptophan.1.IS,0.90732887548397,2038880.57037715,19876864.6006197,0.00168156660102645
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Linoleylcarnitine,424.3 / 85.0,L-Tryptophan.1.IS,0.897767421133458,2014524.71383962,19876864.6006197,0.00166147911013172
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Oleoylcarnitine,426.4 / 85.0,L-Tryptophan.1.IS,0.915902302950222,15391448.0395066,19876864.6006197,0.0126940956428266
3,09/2021,C11M4S,M,61,control,striatum,30,C11,ADP.1,428.0 / 136.0,L-Tryptophan.1.IS,9.39211828907919,6007257.99449238,19876864.6006197,0.004954485590796
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Octadecanoylcarnitine,428.4 / 85.0,L-Tryptophan.1.IS,0.905969020130803,6791829.62318184,19876864.6006197,0.00560156098407079
3,09/2021,C11M4S,M,61,control,striatum,30,C11,3-Hydroxyoleoylcarnitine,442.4 / 85.0,L-Tryptophan.1.IS,0.904447200072548,1561133.31368866,19876864.6006197,0.00128754458607794
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Arachidonyl carnitine,448.3 / 85.0,L-Tryptophan.1.IS,0.897289907069479,1991288.5421948,19876864.6006197,0.0016423150792702
3,09/2021,C11M4S,M,61,control,striatum,30,C11,ATP.1,508.0 / 136.0,L-Tryptophan.1.IS,10.5170607835968,2557094.28295016,19876864.6006197,0.00210896332250068
3,09/2021,C11M4S,M,61,control,striatum,30,C11,GTP.1,524.0 / 152.0,L-Tryptophan.1.IS,12.5178272331169,1190280.59814265,19876864.6006197,0.00098168383610435
3,09/2021,C11M4S,M,61,control,striatum,30,C11,glutathione disulfide_pos,613.0 / 231.0,L-Tryptophan.1.IS,9.9082667259827,7223638.20737299,19876864.6006197,0.00595769508224312
3,09/2021,C11M4S,M,61,control,striatum,30,C11,FAD,786.0 / 348.0,L-Tryptophan.1.IS,3.60028406671224,8944945.72205278,19876864.6006197,0.00737734332885227
3,09/2021,C11M4S,M,61,control,striatum,30,C11,acetyl-CoA_pos,810.0 / 303.0,L-Tryptophan.1.IS,9.33319684082754,190462.094301269,19876864.6006197,0.000157083598319503
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Pyruvate.1,86.9 / 86.9,L-Tryptophan.1.IS,1.3816505282918,368959.480365036,19876864.6006197,0.000304299304396801
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Lactic acid.1,89.0 / 43.0,L-Tryptophan.1.IS,1.82192401949905,20336230.4958504,19876864.6006197,0.0167723046113839
3,09/2021,C11M4S,M,61,control,striatum,30,C11,2-Hydroxybutyrate.1,103.1 / 57.0,L-Tryptophan.1.IS,7.17005588390252,67253.9956641015,19876864.6006197,5.54677279961578e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Fumaric acid.1,115.0 / 71.0,L-Tryptophan.1.IS,7.64712005890626,972812.150455582,19876864.6006197,0.000802326749808709
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Maleic acid.1,115.1 / 71.0,L-Tryptophan.1.IS,8.16063057365311,297603.522278769,19876864.6006197,0.000245448483193519
3,09/2021,C11M4S,M,61,control,striatum,30,C11,N-Acetylglycine.1,116.1 / 74.0,L-Tryptophan.1.IS,6.06164331268175,39181.3242878711,19876864.6006197,3.23147943355422e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Succinate.1,117.1 / 72.9,L-Tryptophan.1.IS,5.48660888162407,551703.794793815,19876864.6006197,0.000455017664331962
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Benzoic acid,121.0 / 77.0,L-Tryptophan.1.IS,1.22234013014454,288299.104250959,19876864.6006197,0.000237774665106833
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Taurine.1,124.0 / 80.0,L-Tryptophan.1.IS,5.13691982438022,274369601.572418,19876864.6006197,0.226286308793344
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Citraconic acid.1,129.0 / 85.1,L-Tryptophan.1.IS,7.17523030686472,272529.484619916,19876864.6006197,0.000224768672471596
3,09/2021,C11M4S,M,61,control,striatum,30,C11,3-Methyl-2-Oxovaleric.1,129.2 / 85.1,L-Tryptophan.1.IS,6.21486993917522,114003.162659379,19876864.6006197,9.40241000501252e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,N-Acetylalanine.1,130.1 / 88.0,L-Tryptophan.1.IS,5.28158896503941,71678336.6820164,19876864.6006197,0.0591167029265044
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Aspartic acid,132.0 / 88.1,L-Tryptophan.1.IS,6.31935293502112,51569569.5929056,19876864.6006197,0.0425319987431624
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Malic acid.1,133.1 / 115.1,L-Tryptophan.1.IS,7.64843274682224,25942970.8338243,19876864.6006197,0.0213964632943128
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Threonic acid.1,135.1 / 89.1,L-Tryptophan.1.IS,7.06235278786263,137841.363965617,19876864.6006197,0.000113684654830781
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Anthranilate.1/2-Aminobenzoic acid/p-Aminobenzoic acid,136.0 / 92.0,L-Tryptophan.1.IS,1.69027893081012,636330.210748029,19876864.6006197,0.000524813294689485
3,09/2021,C11M4S,M,61,control,striatum,30,C11,2-ketoglutaric acid.1,144.9 / 101.0,L-Tryptophan.1.IS,6.33719060360015,802915.859192811,19876864.6006197,0.000662204796038317
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Mevalonic acid.1,147.1 / 85.0,L-Tryptophan.1.IS,7.17266369068506,997637.559852806,19876864.6006197,0.000822801504390071
3,09/2021,C11M4S,M,61,control,striatum,30,C11,2-Hydroxyglutarate.1,147.1 / 129.1,L-Tryptophan.1.IS,6.22037872114718,10419167.0219553,19876864.6006197,0.00859320723792828
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Xylose.1,149.1 / 131.0,L-Tryptophan.1.IS,1.81238568917425,526890.34208406,19876864.6006197,0.000434552771027714
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Phenylglyoxylic acid/Hydrocinnamic acid,149.1 / 105.0,L-Tryptophan.1.IS,6.2190946531125,39414.1388432812,19876864.6006197,3.2506808123058e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Xylitol/Arabitol,151.2 / 89.0,L-Tryptophan.1.IS,2.89877958852787,144106.598913145,19876864.6006197,0.000118851906894691
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Allantoin.1,157.1 / 114.1,L-Tryptophan.1.IS,2.8228406051809,2148997.21226419,19876864.6006197,0.00177238529335436
3,09/2021,C11M4S,M,61,control,striatum,30,C11,2-Aminoadipic acid/Indole-3-carboxylic acid,160.1 / 116.1,L-Tryptophan.1.IS,7.13783886173494,461420.939534823,19876864.6006197,0.000380556886072281
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Urate.1,167.1 / 124.1,L-Tryptophan.1.IS,2.61032463407719,814612.090142619,19876864.6006197,0.000671851261657169
3,09/2021,C11M4S,M,61,control,striatum,30,C11,sn-glycerol-3-phosphate.1,171.0 / 79.0,L-Tryptophan.1.IS,7.12383676759575,1011495.57127031,19876864.6006197,0.000834230898291258
3,09/2021,C11M4S,M,61,control,striatum,30,C11,N-acetylornithine.1,173.1 / 131.1,L-Tryptophan.1.IS,14.4149790812615,928573.249556731,19876864.6006197,0.000765840719533838
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Ascorbic acid.1,175.0 / 87.0,L-Tryptophan.1.IS,3.61837212808293,31774018.9884699,19876864.6006197,0.0262056198326064
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Glucose/Inositol/Gluconolactone/Fructose,179.1 / 89.0,L-Tryptophan.1.IS,6.93797570066129,346885.215224062,19876864.6006197,0.0002860935558392
3,09/2021,C11M4S,M,61,control,striatum,30,C11,2/3-Phosphoglyceric acid.2,184.9 / 78.8,L-Tryptophan.1.IS,9.99157999785804,141989.589147559,19876864.6006197,0.000117105903245641
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Isocitric_Citric_acid.1,191.0 / 111.0,L-Tryptophan.1.IS,10.0489534846774,3694003.66056359,19876864.6006197,0.00304662924838415
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Xanthurenic Acid.1,204.1 / 160.1,L-Tryptophan.1.IS,5.8859711114947,29036.6852266586,19876864.6006197,2.39480040131214e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,3-Indoxyl sulfate.1,212.1 / 80.0,L-Tryptophan.1.IS,2.31820336120708,22316.7714751959,19876864.6006197,1.84057556389816e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Phenylacetylglutamine or Pantothenate.1,218.1 / 146.1,L-Tryptophan.1.IS,1.63641753022598,9853211.58201749,19876864.6006197,0.00812643553030805
3,09/2021,C11M4S,M,61,control,striatum,30,C11,N-Aceryltyrosine.1,222.1 / 180.1,L-Tryptophan.1.IS,2.70339509317419,20840.1499423502,19876864.6006197,1.71879121379616e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,D-Xylulose/Ribose/Ribulose-5-phosphate.1,228.8 / 97.0,L-Tryptophan.1.IS,8.43279797752122,635588.160340113,19876864.6006197,0.000524201288669927
3,09/2021,C11M4S,M,61,control,striatum,30,C11,N-Acetyl-Tryptophan.1,245.1 / 203.1,L-Tryptophan.1.IS,5.24479439400981,54532.9924170075,19876864.6006197,4.49760815002057e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Deoxyinosine.1,251.0 / 135.0,L-Tryptophan.1.IS,1.64231409734484,49606.5843599356,19876864.6006197,4.09130268161016e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,G6P.1,258.8 / 97.1,L-Tryptophan.1.IS,9.53416117201332,178318.896918809,19876864.6006197,0.000147068497168071
3,09/2021,C11M4S,M,61,control,striatum,30,C11,F6P.1,258.8 / 97.1,L-Tryptophan.1.IS,9.10509222244738,112868.359653303,19876864.6006197,9.30881713540129e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Deoxyguanosine.2,266.1 / 150.1,L-Tryptophan.1.IS,2.12432787025311,77185.7375013221,19876864.6006197,6.36589313486906e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Sedoheptulose 7-phosphate.1,289.0 / 97.0,L-Tryptophan.1.IS,9.17416279744196,139933.380485477,19876864.6006197,0.00011541004530225
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Argininosuccinic acid.1,289.1 / 131.1,L-Tryptophan.1.IS,9.30623543247533,13584.6636733607,19876864.6006197,1.12039503692338e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,2'-O-Methyl Guanosine.1,296.0 / 150.0,L-Tryptophan.1.IS,1.6736110425212,23715.7829796421,19876864.6006197,1.95595902747657e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,N-Acetyl-aspartyl-glutamate.1,303.1 / 285.1,L-Tryptophan.1.IS,9.96665181535339,7074203.60700592,19876864.6006197,0.0058344489065397
3,09/2021,C11M4S,M,61,control,striatum,30,C11,N-Acetylneuraminate.1,308.1 / 87.0,L-Tryptophan.1.IS,3.92888755275917,2882025.32494184,19876864.6006197,0.00237695017557509
3,09/2021,C11M4S,M,61,control,striatum,30,C11,"Fructose-1,6-diphosphate",338.9 / 96.9,L-Tryptophan.1.IS,12.3606588181881,68378.206449689,19876864.6006197,5.63949207591983e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,"Glucose.1,6-Bisphosphate.1",339.1 / 79.0,L-Tryptophan.1.IS,13.0031168142876,37540.6871594517,19876864.6006197,3.09616789840904e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,GMP.1,362.1 / 79.0,L-Tryptophan.1.IS,9.33913858000485,1635507.64201134,19876864.6006197,0.00134888480791254
3,09/2021,C11M4S,M,61,control,striatum,30,C11,S-adenosyl-L-homocysteine.1,383.1 / 134.0,L-Tryptophan.1.IS,5.26751120315079,494254.464900029,19876864.6006197,0.000407636333711468
3,09/2021,C11M4S,M,61,control,striatum,30,C11,dGDP.1,426.1 / 159.0,L-Tryptophan.1.IS,9.39338421259392,305858.006670368,19876864.6006197,0.000252256368590671
3,09/2021,C11M4S,M,61,control,striatum,30,C11,ATP.2,505.8 / 159.0,L-Tryptophan.1.IS,10.5168551047861,209882.285980351,19876864.6006197,0.000173100399983877
3,09/2021,C11M4S,M,61,control,striatum,30,C11,UDP-N-acetyl-glucosamine,606.0 / 385.0,L-Tryptophan.1.IS,7.35307885452336,357580.75311469,19876864.6006197,0.000294914699930816
3,09/2021,C11M4S,M,61,control,striatum,30,C11,NAD,662.2 / 540.1,L-Tryptophan.1.IS,6.90073949096787,158273.054535321,19876864.6006197,0.000130535690131081
3,09/2021,C11M4S,M,61,control,striatum,30,C11,NADH,664.1 / 408.1,L-Tryptophan.1.IS,5.8288549572193,78328.576172186,19876864.6006197,6.46014874587479e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,NADP,742.0 / 620.1,L-Tryptophan.1.IS,9.97862989979337,13020.8857887896,19876864.6006197,1.07389746002427e-05
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Urea.1,61.0 / 44.0,L-Tryptophan.1.IS,1.95671197274224,69556118.2755275,18236020.0614545,0.0560914107815247
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Ethanolamine.1,62.1 / 44.1,L-Tryptophan.1.IS,9.95471823200174,11963366.9522484,18236020.0614545,0.00964749250943723
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Imidazole.1,69.0 / 42.2,L-Tryptophan.1.IS,2.48038176223277,222776.39033656,18236020.0614545,0.000179651227420346
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Trimethylamine-N-oxide.1,76.0 / 58.1,L-Tryptophan.1.IS,4.87778876129454,16015909.1902588,18236020.0614545,0.0129155416331863
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Glycine.2,76.0 / 30.0,L-Tryptophan.1.IS,6.28632613413101,4335615.28670008,18236020.0614545,0.00349632475282215
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Sarcosine.1,90.0 / 44.0,L-Tryptophan.1.IS,4.50316443082449,60335.140129737,18236020.0614545,4.8655434108212e-05
4,09/2021,C20F1S,F,68,control,striatum,30,C20,L-Alanine.1,90.1 / 44.1,L-Tryptophan.1.IS,5.11327823313757,21302067.8523894,18236020.0614545,0.0171784031085686
4,09/2021,C20F1S,F,68,control,striatum,30,C20,B-Alanine.1,90.1 / 30.1,L-Tryptophan.1.IS,6.47371736385086,1735172.12481968,18236020.0614545,0.00139927665377146
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Aminobutyric acid(Abu).1,104.1 / 58.0,L-Tryptophan.1.IS,4.05877774268521,2313011.87387014,18236020.0614545,0.00186525790076244
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Aminoisobutyric acid (BAIBA).1,104.1 / 86.0,L-Tryptophan.1.IS,4.6790719071365,713817.321656703,18236020.0614545,0.000575636214393251
4,09/2021,C20F1S,F,68,control,striatum,30,C20,GABA.2,104.2 / 87.1,L-Tryptophan.1.IS,7.01338222509368,251673443.998589,18236020.0614545,0.20295437526008
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Serine.1,106.0 / 60.0,L-Tryptophan.1.IS,6.77124754440437,49602636.1353101,18236020.0614545,0.0400005335014661
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Uracil.1,113.0 / 70.0,L-Tryptophan.1.IS,8.25107214659177,45915.7942534994,18236020.0614545,3.70273922795827e-05
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Creatinine.1,114.0 / 44.0,L-Tryptophan.1.IS,1.81545726159315,33606162.2255455,18236020.0614545,0.0271006648576427
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Proline.1,116.1 / 70.0,L-Tryptophan.1.IS,3.56922645146773,202014799.969718,18236020.0614545,0.162908675900561
4,09/2021,C20F1S,F,68,control,striatum,30,C20,L-Valine.1,118.0 / 55.1,L-Tryptophan.1.IS,3.20263866724085,20445214.8912437,18236020.0614545,0.0164874201639395
4,09/2021,C20F1S,F,68,control,striatum,30,C20,5-Aminovaleric Acid.1,118.0 / 101.0,L-Tryptophan.1.IS,6.0950852072133,2792006.04967767,18236020.0614545,0.00225152814906396
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Betaine.1,119.1 / 59.0,L-Tryptophan.1.IS,2.93457029953564,15383088.7697524,18236020.0614545,0.0124052229000885
4,09/2021,C20F1S,F,68,control,striatum,30,C20,L-Homoserine.1,120.0 / 74.0,L-Tryptophan.1.IS,8.59997658640143,116432.89845099,18236020.0614545,9.38937608569201e-05
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Threonine.1,120.1 / 74.0,L-Tryptophan.1.IS,5.1344941016704,17349904.176471,18236020.0614545,0.0139913012156247
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Purine.1,121.1 / 93.9,L-Tryptophan.1.IS,2.10495371243086,656313.383701427,18236020.0614545,0.000529263916953824
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Nicotinamide.1,123.1 / 80.0,L-Tryptophan.1.IS,6.90292064171478,157807.651326661,18236020.0614545,0.000127259168776037
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Thymine.1,127.1 / 110.0,L-Tryptophan.1.IS,1.20222840601334,1949406.19195991,18236020.0614545,0.00157203918510994
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Pipecolate.1,130.0 / 84.0,L-Tryptophan.1.IS,6.32672953103741,855520677.806761,18236020.0614545,0.689908565352349
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Hydroxyproline,132.0 / 68.2,L-Tryptophan.1.IS,4.89434610740255,4036320.68621246,18236020.0614545,0.00325496774790502
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Leucine.2,132.1 / 43.1,L-Tryptophan.1.IS,2.24451406658599,16611047.4887325,18236020.0614545,0.0133954727679179
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Isoleucine.2,132.1 / 69.0,L-Tryptophan.1.IS,2.46358038425193,10762673.4774268,18236020.0614545,0.00867922986642815
4,09/2021,C20F1S,F,68,control,striatum,30,C20,L-Asparagine.1,133.1 / 87.1,L-Tryptophan.1.IS,6.60361018799247,10835511.1578459,18236020.0614545,0.00873796759294384
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Ornithine.1,133.1 / 70.0,L-Tryptophan.1.IS,14.4140682298424,346256.844729666,18236020.0614545,0.000279228274883185
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Adenine.1,136.0 / 119.0,L-Tryptophan.1.IS,1.52822666535344,91142561.2908984,18236020.0614545,0.0734991395695349
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Methylnicotinamide.1,137.0 / 94.0,L-Tryptophan.1.IS,8.10586918311827,8260826.72995317,18236020.0614545,0.00666169183952047
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Hypoxanthine.1,137.1 / 110.0,L-Tryptophan.1.IS,2.02477323904268,245222210.538506,18236020.0614545,0.197751974737618
4,09/2021,C20F1S,F,68,control,striatum,30,C20,L-Glutamine.1,147.1 / 84.0,L-Tryptophan.1.IS,6.33548977296939,982930446.92015,18236020.0614545,0.792654288864535
4,09/2021,C20F1S,F,68,control,striatum,30,C20,L-Lysine.1,147.1 / 84.0,L-Tryptophan.1.IS,14.4826572989806,9132638.94599929,18236020.0614545,0.00736473821914858
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Acetylcholine.1,147.1 / 87.0,L-Tryptophan.1.IS,6.39251286717067,4819922.82326802,18236020.0614545,0.00388687979890181
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Glutamic acid.1,148.1 / 84.0,L-Tryptophan.1.IS,6.22969061453611,576041859.911032,18236020.0614545,0.464531394113053
4,09/2021,C20F1S,F,68,control,striatum,30,C20,L-Methionine.1,150.1 / 133.0,L-Tryptophan.1.IS,2.70267085823668,30889327.5328371,18236020.0614545,0.0249097563573934
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Guanine.1,152.1 / 110.0,L-Tryptophan.1.IS,2.72415175835617,18098463.7072331,18236020.0614545,0.0145949542252432
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Xanthine.1,153.0 / 110.0,L-Tryptophan.1.IS,1.78136911123616,12178340.3954537,18236020.0614545,0.00982085128805944
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Dopamine.1,154.1 / 137.1,L-Tryptophan.1.IS,2.02724242221724,707161.004257051,18236020.0614545,0.000570268430180838
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Serotonin-NH3.1,160.1 / 115.0,L-Tryptophan.1.IS,6.86068577295006,8269164.9498292,18236020.0614545,0.00666841594270289
4,09/2021,C20F1S,F,68,control,striatum,30,C20,L-Carnitine (C0),162.0 / 103.0,L-Tryptophan.1.IS,5.37780703859636,1310453.71199892,18236020.0614545,0.00105677543963472
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Methionine sulfoxide.1,166.1 / 74.0,L-Tryptophan.1.IS,5.73206365153424,1810855.61173612,18236020.0614545,0.00146030929416683
4,09/2021,C20F1S,F,68,control,striatum,30,C20,L-Phenylalanine.1,166.1 / 120.0,L-Tryptophan.1.IS,2.1016445293113,222360980.296466,18236020.0614545,0.179316232659578
4,09/2021,C20F1S,F,68,control,striatum,30,C20,Normetanephrine-H2O.1,166.1 / 121.1,L-Tryptophan.1.IS,4.03112856939071,4727662.56300039,18236020.0614545,0.0038124793250717
4,09/2021,C20F1S,F,68,control,striatum,30,C20,7-methylguanine.1,166.2 / 149.1,L-Tryptophan.1.IS,2.55619574379611,2489813.12950154,18236020.0614545,0.00200783388260528
4,09/2021,C20F1S,F,68,control,striatum,30,C20,1 or 3-Methyl-Histidine.1,170.1 / 109.1,L-Tryptophan.1.IS,6.93898061968676,6020451.9329066,18236020.0614545,0.00485500989462062
