Sample Number,Sample Submission Date,Sample Name,Sex,"Tissue weight
(mg)",Treatment,Tissue Type,PND,Litter,Metabolite,"MRM Transition of each lipid species
(Parent ion/Fragment ion)",Metabolite used as Internal Standard,"Retention Time
(min)",Peak Area of Metabolite,Peak Area of Internal Standard,"Normalized Peak Area
(Peak Area of Metabolite / (Peak Area of Internal Standard * Tisue weight))"
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Taurine.1,124.0 / 80.0,L-Tryptophan.1.IS,5.13377797909323,261417498.505675,22406844.789097,0.376350289914289
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Citraconic acid.1,129.0 / 85.1,L-Tryptophan.1.IS,7.18662988180711,538347.812126542,22406844.789097,0.00077503363901307
2,09/2021,C21M1S,M,31,control,striatum,30,C21,3-Methyl-2-Oxovaleric.1,129.2 / 85.1,L-Tryptophan.1.IS,6.23107363908292,146551.916195554,22406844.789097,0.000210983795893426
2,09/2021,C21M1S,M,31,control,striatum,30,C21,N-Acetylalanine.1,130.1 / 88.0,L-Tryptophan.1.IS,5.27947900576284,66583321.9601229,22406844.789097,0.0958568292726766
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Aspartic acid,132.0 / 88.1,L-Tryptophan.1.IS,6.33185704781532,55960314.041643,22406844.789097,0.0805633920210196
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Malic acid.1,133.1 / 115.1,L-Tryptophan.1.IS,7.62426686571802,38591417.774644,22406844.789097,0.0555582214301367
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Threonic acid.1,135.1 / 89.1,L-Tryptophan.1.IS,7.06007129721944,1092982.39500662,22406844.789097,0.00157351456418678
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Anthranilate.1/2-Aminobenzoic acid/p-Aminobenzoic acid,136.0 / 92.0,L-Tryptophan.1.IS,1.69077990981786,313489.74430057,22406844.789097,0.000451316215735706
2,09/2021,C21M1S,M,31,control,striatum,30,C21,2-ketoglutaric acid.1,144.9 / 101.0,L-Tryptophan.1.IS,6.33475605298339,779985.007513564,22406844.789097,0.00112290717103682
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Mevalonic acid.1,147.1 / 85.0,L-Tryptophan.1.IS,7.18513287789067,1986841.73323507,22406844.789097,0.00286036117165506
2,09/2021,C21M1S,M,31,control,striatum,30,C21,2-Hydroxyglutarate.1,147.1 / 129.1,L-Tryptophan.1.IS,6.2314706839253,13645805.5965456,22406844.789097,0.0196452147301933
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Xylose.1,149.1 / 131.0,L-Tryptophan.1.IS,1.80316355298021,435281.306354909,22406844.789097,0.000626653712078819
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Phenylglyoxylic acid/Hydrocinnamic acid,149.1 / 105.0,L-Tryptophan.1.IS,6.23189570037961,50028.4915235764,22406844.789097,7.20236303862566e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Xylitol/Arabitol,151.2 / 89.0,L-Tryptophan.1.IS,2.90171044925275,202393.882891635,22406844.789097,0.000291376808892125
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Allantoin.1,157.1 / 114.1,L-Tryptophan.1.IS,2.82637518628025,308503.825434473,22406844.789097,0.000444138226421789
2,09/2021,C21M1S,M,31,control,striatum,30,C21,2-Aminoadipic acid/Indole-3-carboxylic acid,160.1 / 116.1,L-Tryptophan.1.IS,7.13702768344787,652500.276766108,22406844.789097,0.000939373491575001
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Phosphoenolpyruvate.1,166.8 / 79.0,L-Tryptophan.1.IS,10.359117650714,49401.5007335687,22406844.789097,7.11209816846898e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Urate.1,167.1 / 124.1,L-Tryptophan.1.IS,2.62081707392971,711633.036059718,22406844.789097,0.00102450410154103
2,09/2021,C21M1S,M,31,control,striatum,30,C21,sn-glycerol-3-phosphate.1,171.0 / 79.0,L-Tryptophan.1.IS,7.12194400195016,1382747.4694459,22406844.789097,0.00199067550557606
2,09/2021,C21M1S,M,31,control,striatum,30,C21,N-acetylornithine.1,173.1 / 131.1,L-Tryptophan.1.IS,14.4141331551155,872173.090053709,22406844.789097,0.00125562595148935
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Ascorbic acid.1,175.0 / 87.0,L-Tryptophan.1.IS,3.56088016989079,27554299.5930957,22406844.789097,0.0396686094065031
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Glucose/Inositol/Gluconolactone/Fructose,179.1 / 89.0,L-Tryptophan.1.IS,6.93669522833172,393268.231268802,22406844.789097,0.00056616949400149
2,09/2021,C21M1S,M,31,control,striatum,30,C21,2/3-Phosphoglyceric acid.2,184.9 / 78.8,L-Tryptophan.1.IS,9.98515520731288,251688.33149457,22406844.789097,0.00036234367273608
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Isocitric_Citric_acid.1,191.0 / 111.0,L-Tryptophan.1.IS,10.0400710526195,3904467.44018308,22406844.789097,0.00562107533532957
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Xanthurenic Acid.1,204.1 / 160.1,L-Tryptophan.1.IS,5.87598407499313,55061.1149759573,22406844.789097,7.92688580629031e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,3-Indoxyl sulfate.1,212.1 / 80.0,L-Tryptophan.1.IS,2.31655679351747,17835.4567155046,22406844.789097,2.56768553903372e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Phenylacetylglutamine or Pantothenate.1,218.1 / 146.1,L-Tryptophan.1.IS,1.63158776470071,8886339.92989827,22406844.789097,0.0127932392743844
2,09/2021,C21M1S,M,31,control,striatum,30,C21,N-Aceryltyrosine.1,222.1 / 180.1,L-Tryptophan.1.IS,2.68169137248393,13191.531650388,22406844.789097,1.8991218221489e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,D-Xylulose/Ribose/Ribulose-5-phosphate.1,228.8 / 97.0,L-Tryptophan.1.IS,8.38998001488999,842945.983577779,22406844.789097,0.00121354908189015
2,09/2021,C21M1S,M,31,control,striatum,30,C21,N-Acetyl-Tryptophan.1,245.1 / 203.1,L-Tryptophan.1.IS,5.24757462712944,41363.8507189498,22406844.789097,5.95495607563936e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Deoxyinosine.1,251.0 / 135.0,L-Tryptophan.1.IS,1.65157146190449,24769.5399245922,22406844.789097,3.56595238840198e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,G6P.1,258.8 / 97.1,L-Tryptophan.1.IS,9.51183747738718,296673.701935607,22406844.789097,0.000427106962508813
2,09/2021,C21M1S,M,31,control,striatum,30,C21,F6P.1,258.8 / 97.1,L-Tryptophan.1.IS,9.12459033000749,83194.7849471846,22406844.789097,0.000119771559337869
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Deoxyguanosine.2,266.1 / 150.1,L-Tryptophan.1.IS,2.12556944852536,69919.8837371822,22406844.789097,0.0001006603179423
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Sedoheptulose 7-phosphate.1,289.0 / 97.0,L-Tryptophan.1.IS,9.18847124743493,107998.909437669,22406844.789097,0.000155480872969991
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Argininosuccinic acid.1,289.1 / 131.1,L-Tryptophan.1.IS,9.30591633755963,16855.5231725689,22406844.789097,2.42660918603948e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,2'-O-Methyl Guanosine.1,296.0 / 150.0,L-Tryptophan.1.IS,1.68227082279329,13370.6966875696,22406844.789097,1.92491535703896e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,N-Acetyl-aspartyl-glutamate.1,303.1 / 285.1,L-Tryptophan.1.IS,9.95897635491254,11015339.6935085,22406844.789097,0.0158582585743253
2,09/2021,C21M1S,M,31,control,striatum,30,C21,N-Acetylneuraminate.1,308.1 / 87.0,L-Tryptophan.1.IS,3.90372279195862,3802874.86163058,22406844.789097,0.00547481735103268
2,09/2021,C21M1S,M,31,control,striatum,30,C21,Cyclic-AMP.1,328.0 / 134.1,L-Tryptophan.1.IS,9.35512293281607,11366.564109198,22406844.789097,1.63638995946293e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,"Fructose-1,6-diphosphate",338.9 / 96.9,L-Tryptophan.1.IS,12.3506161435825,20474.4844736939,22406844.789097,2.94761376402392e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,"Glucose.1,6-Bisphosphate.1",339.1 / 79.0,L-Tryptophan.1.IS,12.9908264223608,50188.2051134989,22406844.789097,7.22535624153448e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,GMP.1,362.1 / 79.0,L-Tryptophan.1.IS,9.33019972730658,1988108.72034155,22406844.789097,0.00286218519249363
2,09/2021,C21M1S,M,31,control,striatum,30,C21,S-adenosyl-L-homocysteine.1,383.1 / 134.0,L-Tryptophan.1.IS,5.27068072214926,420147.451108971,22406844.789097,0.00060486622332276
2,09/2021,C21M1S,M,31,control,striatum,30,C21,UDP.1,403.0 / 159.0,L-Tryptophan.1.IS,9.68026119615545,10213.0961292202,22406844.789097,1.47033068219459e-05
2,09/2021,C21M1S,M,31,control,striatum,30,C21,dGDP.1,426.1 / 159.0,L-Tryptophan.1.IS,9.37906453880693,310034.764727049,22406844.789097,0.000446342246618966
2,09/2021,C21M1S,M,31,control,striatum,30,C21,ATP.2,505.8 / 159.0,L-Tryptophan.1.IS,10.5133759788251,145146.462688271,22406844.789097,0.000208960431589389
2,09/2021,C21M1S,M,31,control,striatum,30,C21,UDP-N-acetyl-glucosamine,606.0 / 385.0,L-Tryptophan.1.IS,7.34904428237573,734486.896822583,22406844.789097,0.00105740571360958
2,09/2021,C21M1S,M,31,control,striatum,30,C21,NAD,662.2 / 540.1,L-Tryptophan.1.IS,6.90757613996283,167843.573694656,22406844.789097,0.000241636378518337
2,09/2021,C21M1S,M,31,control,striatum,30,C21,NADH,664.1 / 408.1,L-Tryptophan.1.IS,5.81699674336153,103401.839469842,22406844.789097,0.00014886269084738
2,09/2021,C21M1S,M,31,control,striatum,30,C21,NADP,742.0 / 620.1,L-Tryptophan.1.IS,9.97233426827074,13262.5487184374,22406844.789097,1.9093458103295e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Urea.1,61.0 / 44.0,L-Tryptophan.1.IS,1.95872095497545,75917933.0319781,19876864.6006197,0.0626133097054932
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Ethanolamine.1,62.1 / 44.1,L-Tryptophan.1.IS,9.9584351638688,13289531.2734132,19876864.6006197,0.0109605399440019
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Imidazole.1,69.0 / 42.2,L-Tryptophan.1.IS,2.47825235936504,159628.819997764,19876864.6006197,0.000131653857596892
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Trimethylamine-N-oxide.1,76.0 / 58.1,L-Tryptophan.1.IS,4.87132219578174,7748819.90636756,19876864.6006197,0.00639083865000798
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Glycine.2,76.0 / 30.0,L-Tryptophan.1.IS,6.28017406022182,4759180.39690742,19876864.6006197,0.00392513368363649
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Sarcosine.1,90.0 / 44.0,L-Tryptophan.1.IS,4.49985739202813,69783.2611942173,19876864.6006197,5.75537395567974e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Alanine.1,90.1 / 44.1,L-Tryptophan.1.IS,5.10322034942975,19778759.4972698,19876864.6006197,0.0163125304461513
3,09/2021,C11M4S,M,61,control,striatum,30,C11,B-Alanine.1,90.1 / 30.1,L-Tryptophan.1.IS,6.45984445663743,2035863.37929729,19876864.6006197,0.00167907817290441
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Aminobutyric acid(Abu).1,104.1 / 58.0,L-Tryptophan.1.IS,4.05483435278696,2759830.72544441,19876864.6006197,0.00227617018859298
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Aminoisobutyric acid (BAIBA).1,104.1 / 86.0,L-Tryptophan.1.IS,4.67324765927686,820800.080536072,19876864.6006197,0.000676954806280765
3,09/2021,C11M4S,M,61,control,striatum,30,C11,GABA.2,104.2 / 87.1,L-Tryptophan.1.IS,7.00394231003572,271051680.74483,19876864.6006197,0.2235498538339
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Serine.1,106.0 / 60.0,L-Tryptophan.1.IS,6.76826856814741,42914969.2490707,19876864.6006197,0.0353941177437213
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Uracil.1,113.0 / 70.0,L-Tryptophan.1.IS,8.24468170542681,44175.1124313668,19876864.6006197,3.64334207409873e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Creatinine.1,114.0 / 44.0,L-Tryptophan.1.IS,1.81708754498203,30886128.7424794,19876864.6006197,0.0254733324172829
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Proline.1,116.1 / 70.0,L-Tryptophan.1.IS,3.56547671355105,185179535.86885,19876864.6006197,0.152726808639428
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Valine.1,118.0 / 55.1,L-Tryptophan.1.IS,3.19919849930244,20253150.7111437,19876864.6006197,0.0167037845650344
3,09/2021,C11M4S,M,61,control,striatum,30,C11,5-Aminovaleric Acid.1,118.0 / 101.0,L-Tryptophan.1.IS,6.08823873549086,2336471.87150337,19876864.6006197,0.0019270050048253
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Betaine.1,119.1 / 59.0,L-Tryptophan.1.IS,2.93583882685964,17115071.1427099,19876864.6006197,0.0141156536709008
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Homoserine.1,120.0 / 74.0,L-Tryptophan.1.IS,8.59282165940425,98162.5967963818,19876864.6006197,8.09595945152824e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Threonine.1,120.1 / 74.0,L-Tryptophan.1.IS,5.12675429389362,22856691.5354711,19876864.6006197,0.0188510546691327
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Purine.1,121.1 / 93.9,L-Tryptophan.1.IS,2.10466852488467,583642.338805156,19876864.6006197,0.000481358976165127
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Nicotinamide.1,123.1 / 80.0,L-Tryptophan.1.IS,6.92634946620591,296571.625281949,19876864.6006197,0.000244597426221001
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Thymine.1,127.1 / 110.0,L-Tryptophan.1.IS,1.20160522393171,2318694.30487063,19876864.6006197,0.00191234295804754
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Pipecolate.1,130.0 / 84.0,L-Tryptophan.1.IS,6.3119295669481,778795216.247211,19876864.6006197,0.642311297536292
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Hydroxyproline,132.0 / 68.2,L-Tryptophan.1.IS,4.88407520116368,4385255.00567704,19876864.6006197,0.00361673874461735
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Leucine.2,132.1 / 43.1,L-Tryptophan.1.IS,2.24623585158137,17281167.1234774,19876864.6006197,0.0142526413188687
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Isoleucine.2,132.1 / 69.0,L-Tryptophan.1.IS,2.4666534147348,11329165.265757,19876864.6006197,0.00934372822282667
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Asparagine.1,133.1 / 87.1,L-Tryptophan.1.IS,6.59490555537165,10510322.0017363,19876864.6006197,0.00866838730082358
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Ornithine.1,133.1 / 70.0,L-Tryptophan.1.IS,14.4089571817353,396887.93125785,19876864.6006197,0.000327333292224286
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Adenine.1,136.0 / 119.0,L-Tryptophan.1.IS,1.52853046482062,90653141.314677,19876864.6006197,0.0747661716569764
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Methylnicotinamide.1,137.0 / 94.0,L-Tryptophan.1.IS,8.14317542512589,6300413.08772734,19876864.6006197,0.00519626523246158
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Hypoxanthine.1,137.1 / 110.0,L-Tryptophan.1.IS,2.02729099936626,217247152.464848,19876864.6006197,0.17917457307733
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Glutamine.1,147.1 / 84.0,L-Tryptophan.1.IS,6.32445800731141,879947723.068198,19876864.6006197,0.725736820125292
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Lysine.1,147.1 / 84.0,L-Tryptophan.1.IS,14.4787767578329,9743008.81818811,19876864.6006197,0.0080355458089145
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Acetylcholine.1,147.1 / 87.0,L-Tryptophan.1.IS,6.3811009387747,3975196.2173695,19876864.6006197,0.00327854278900639
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Glutamic acid.1,148.1 / 84.0,L-Tryptophan.1.IS,6.20761495938994,568500371.08603,19876864.6006197,0.468870639398254
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Methionine.1,150.1 / 133.0,L-Tryptophan.1.IS,2.7018807618102,54191308.8205801,19876864.6006197,0.0446942779790879
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Guanine.1,152.1 / 110.0,L-Tryptophan.1.IS,2.72578479832507,18342460.7956627,19876864.6006197,0.0151279431972408
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Xanthine.1,153.0 / 110.0,L-Tryptophan.1.IS,1.78352811846434,10670244.8616862,19876864.6006197,0.00880028366784946
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Dopamine.1,154.1 / 137.1,L-Tryptophan.1.IS,2.01905740466239,726268.695473058,19876864.6006197,0.000598990053376513
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Serotonin-NH3.1,160.1 / 115.0,L-Tryptophan.1.IS,6.86464530877544,8593638.61152645,19876864.6006197,0.00708760281518653
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Carnitine (C0),162.0 / 103.0,L-Tryptophan.1.IS,5.35888374958008,1546697.08848492,19876864.6006197,0.00127563831039892
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Methionine sulfoxide.1,166.1 / 74.0,L-Tryptophan.1.IS,5.7193620859613,2791446.87834026,19876864.6006197,0.00230224560837727
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Phenylalanine.1,166.1 / 120.0,L-Tryptophan.1.IS,2.10283072478122,215019341.439342,19876864.6006197,0.17733718609728
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Normetanephrine-H2O.1,166.1 / 121.1,L-Tryptophan.1.IS,4.02642824103178,5037568.94977598,19876864.6006197,0.00415473462221685
3,09/2021,C11M4S,M,61,control,striatum,30,C11,7-methylguanine.1,166.2 / 149.1,L-Tryptophan.1.IS,2.55721184129813,2303604.02803302,19876864.6006197,0.00189989725333141
3,09/2021,C11M4S,M,61,control,striatum,30,C11,1 or 3-Methyl-Histidine.1,170.1 / 109.1,L-Tryptophan.1.IS,6.93129277803081,5417512.84388781,19876864.6006197,0.00446809332104647
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Arginine.1,175.1 / 70.0,L-Tryptophan.1.IS,14.4219679066752,29685792.0193738,19876864.6006197,0.0244833547928522
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Citrulline.1,176.1 / 159.1,L-Tryptophan.1.IS,7.65601751925047,8179072.06802394,19876864.6006197,0.0067456890888088
3,09/2021,C11M4S,M,61,control,striatum,30,C11,N-carbamoyl-L-aspartate.1,177.1 / 74.0,L-Tryptophan.1.IS,3.74227104276455,119965.515027282,19876864.6006197,9.8941549728682e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Ureidosuccinic acid.1,177.1 / 134.1,L-Tryptophan.1.IS,6.59794194890233,7267537.08231801,19876864.6006197,0.00599390067613749
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Serotonin,177.1 / 160.1,L-Tryptophan.1.IS,6.86466352679906,10035095.5672431,19876864.6006197,0.00827644433379593
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Hippuric acid.1,180.1 / 105.1,L-Tryptophan.1.IS,1.22307309097338,32144.2893115013,19876864.6006197,2.65110002543962e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Tyrosine.1,182.1 / 136.0,L-Tryptophan.1.IS,3.46363455965857,73200882.2083583,19876864.6006197,0.0603724222377955
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Phosphorylcholine.1,185.1 / 125.1,L-Tryptophan.1.IS,7.12112264166281,128336.248728489,19876864.6006197,0.000105845311735415
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Homoarginine.1,189.1 / 144.1,L-Tryptophan.1.IS,14.4618815221049,745477.245557872,19876864.6006197,0.000614832303651522
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Symmetric Dimethylarginine.1,203.1 / 70.0,L-Tryptophan.1.IS,12.6171128657036,2874807.45242574,19876864.6006197,0.0023709972357463
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Acetylcarnitine (C2).1,204.0 / 85.0,L-Tryptophan.1.IS,3.16039195829319,533269485.424391,19876864.6006197,0.439813969030242
3,09/2021,C11M4S,M,61,control,striatum,30,C11,3-Indolebutyric acid.1,204.1 / 186.1,L-Tryptophan.1.IS,7.36544840667517,279723.301584628,19876864.6006197,0.00023070177248614
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Tryptophan.1,205.1 / 146.1,L-Tryptophan.1.IS,2.47278710866962,55499215.0833544,19876864.6006197,0.0457729735734786
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Lipoic Acid.1,207.1 / 189.1,L-Tryptophan.1.IS,3.77607390156556,192453.597047821,19876864.6006197,0.000158726090063802
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Kynurenine.1,209.1 / 146.1,L-Tryptophan.1.IS,2.21987921807566,104048.098177677,19876864.6006197,8.58136613482653e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Propionylcarnitine (C3).1,218.3 / 85.0,L-Tryptophan.1.IS,2.41839786399341,78477149.6078393,19876864.6006197,0.0647240233889168
3,09/2021,C11M4S,M,61,control,striatum,30,C11,N-Acetyl-glucosamine.1,222.1 / 138.1,L-Tryptophan.1.IS,2.57056996963326,1607950.13812247,19876864.6006197,0.00132615675859938
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Cystathionine.1,223.0 / 134.0,L-Tryptophan.1.IS,9.9433866002517,726113.950556787,19876864.6006197,0.000598862427518157
3,09/2021,C11M4S,M,61,control,striatum,30,C11,3-Hydroxykynurenine.1,225.1 / 208.1,L-Tryptophan.1.IS,3.15022752876459,45670.8851497443,19876864.6006197,3.76670591808714e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Carnosine.1,227.1 / 109.9,L-Tryptophan.1.IS,9.20790319803331,13647607.3660606,19876864.6006197,0.011255863175176
3,09/2021,C11M4S,M,61,control,striatum,30,C11,2-Deoxycytide,228.0 / 112.0,L-Tryptophan.1.IS,1.99391330819366,999625.023341005,19876864.6006197,0.000824440664756339
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Butyrylcarnitine (C4).1,232.2 / 85.0,L-Tryptophan.1.IS,1.92954695860165,76247795.5377811,19876864.6006197,0.0628853637829847
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Anserine.1,241.0 / 109.0,L-Tryptophan.1.IS,8.94899661494816,1193103.01310733,19876864.6006197,0.000984011622639667
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Thymidine.1,243.1 / 127.1,L-Tryptophan.1.IS,1.19928253225144,992793.59428515,19876864.6006197,0.000818806444143072
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Cytidine.1,244.1 / 111.9,L-Tryptophan.1.IS,2.47460379565368,74560886.5939488,19876864.6006197,0.0614940857551615
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Tiglylcarnitine,244.3 / 85.0,L-Tryptophan.1.IS,1.74415102668956,4013815.5389402,19876864.6006197,0.00331039407164212
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Uridine.1,245.1 / 113.1,L-Tryptophan.1.IS,1.66299042437118,30790483.5240839,19876864.6006197,0.0253944490304193
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Isovalerylcarnitine (C5).1,246.3 / 85.0,L-Tryptophan.1.IS,1.5988086059429,92355306.9486144,19876864.6006197,0.0761700326388458
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Malonylcarnitine,248.2 / 85.0,L-Tryptophan.1.IS,3.40888195334975,31071828.6943428,19876864.6006197,0.0256264884389757
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Deoxyadenosine.1,252.0 / 136.0,L-Tryptophan.1.IS,1.36155477603521,465790.797274011,19876864.6006197,0.000384160925922489
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Glycerophosphocholine.1,258.1 / 104.1,L-Tryptophan.1.IS,7.11896810384196,636486562.5145,19876864.6006197,0.524942245797426
3,09/2021,C11M4S,M,61,control,striatum,30,C11,2'-O-Methyl Uridine.1,259.0 / 113.1,L-Tryptophan.1.IS,1.63226808664761,23013.2509317545,19876864.6006197,1.89801770197461e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Hexanoylcarnitine,260.2 / 85.0,L-Tryptophan.1.IS,1.3346025076407,5427139.07480271,19876864.6006197,0.00447603255428821
3,09/2021,C11M4S,M,61,control,striatum,30,C11,3-Hydroxyisovaleryl Carnitine,262.2 / 85.0,L-Tryptophan.1.IS,2.84545536579134,67181159.4139532,19876864.6006197,0.0554076563041848
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Adenosine.1,268.0 / 136.0,L-Tryptophan.1.IS,1.51986673542853,696276818.978742,19876864.6006197,0.57425425543538
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Deoxyguanosine.1,268.1 / 152.1,L-Tryptophan.1.IS,2.12716592446844,358250.491802839,19876864.6006197,0.000295467066864794
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Inosine.1,269.1 / 137.0,L-Tryptophan.1.IS,2.01811611075112,307057260.550437,19876864.6006197,0.253245453140387
3,09/2021,C11M4S,M,61,control,striatum,30,C11,L-Glutarylcarnitine,276.3 / 85.0,L-Tryptophan.1.IS,6.61634568945643,15895707.9775562,19876864.6006197,0.013109983989785
3,09/2021,C11M4S,M,61,control,striatum,30,C11,2'-O-Methyl Adenosine.1,282.1 / 135.7,L-Tryptophan.1.IS,1.16481639241432,45249.564797708,19876864.6006197,3.73195752514003e-05
3,09/2021,C11M4S,M,61,control,striatum,30,C11,N6- Methyl Adenosine (m6A).1,282.1 / 150.1,L-Tryptophan.1.IS,1.27947498328628,462484.721424762,19876864.6006197,0.000381434240108063
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Guanosine.1,284.1 / 152.1,L-Tryptophan.1.IS,2.71936989130679,225916282.985485,19876864.6006197,0.186324437839024
3,09/2021,C11M4S,M,61,control,striatum,30,C11,N4- Acetyl Cytidine.1,286.0 / 153.9,L-Tryptophan.1.IS,1.38812184327519,346288.135708428,19876864.6006197,0.00028560111455243
3,09/2021,C11M4S,M,61,control,striatum,30,C11,2-Octenoylcarnitine,286.2 / 85.0,L-Tryptophan.1.IS,1.15135715250315,283289.446082259,19876864.6006197,0.000233642949899264
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Octanoylcarnitine(C8).1,288.3 / 85.0,L-Tryptophan.1.IS,1.08841994529576,380085.509935374,19876864.6006197,0.000313475496469715
3,09/2021,C11M4S,M,61,control,striatum,30,C11,Adipoylcarnitine,290.2 / 85.0,L-Tryptophan.1.IS,1.66270872864928,479367.999858084,19876864.6006197,0.00039535872275888
